Id,Owner,Rating,Account_Name,Phone,Account_Site,Fax,Parent_Account,Website,Account_Number,Ticker_Symbol,Account_Type,Ownership,Industry,Employees,Annual_Revenue,SIC_Code,Created_By,Modified_By,Created_Time,Modified_Time,Billing_Street,Shipping_Street,Billing_City,Shipping_City,Billing_State,Shipping_State,Billing_Code,Shipping_Code,Billing_Country,Shipping_Country,Description,Currency,Exchange_Rate,Last_Activity_Time,Tier,Category,No_of_PL_s,Holiday_Gift_Large,Holiday_Gift_Small,Gift_Recipient,BSs_Track_WTs,CCs,Track,Comment,PL_Category,Layout,Single_Line_6,ADD,Single_Line_7,Score,Positive_Score,Negative_Score,Tier_CCs,Tier_SWT,Tier_test,Tier_Track,Tier_HWTs,Tier_BSs,Tier_Install,Tier_Fabric,Positive_Touch_Point_Score,Touch_Point_Score,Negative_Touch_Point_Score,Tag,Customer_Tier_Report,Surcharge,Checkbox_4,Account_Manager,Client_Class,Client_Type,Primary_Estimator,Level,Percentage,Deposit_Required,UTM_Content,UTM_Source,Lead_Source,UTM_Medium,Publisher,UTM_Name,Campaign,UTM_Term,Channel,Account_Status,User_Modified_Time,System_Related_Activity_Time,User_Related_Activity_Time,System_Modified_Time,Customer_Notes,Project_Manager,Fabric_Purchasing,Freight,Cheat_Sheet
1097025000000069021,1097025000000068030,,"2KM Architects",,,,,,0,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,,,,,,,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069023,1097025000000068030,,"Accent Draperies",,,,,,0,,Client,,,0,0.000000000000,0,1097025000000068030,1097025000007092001,2014-02-23T22:22:56-06:00,2019-06-25T09:35:17-05:00,,,,,,,,,,,,,,2019-06-25T09:35:17-05:00,,,,false,false,,5,10,5,,,,,0,,0,0,0,"6 (25% disc, 50% prem)","6 (25% disc, 50% prem)",,"6 (25% disc, 50% prem)","6 (25% disc, 50% prem)","6 (25% disc, 50% prem)","6 (25% disc, 50% prem)","1 (BEST, 50% disc, 0% prem)",0,0,0,"Account Type Update",true,0.000000000000,false,Stephanie,Workroom,"Ma N Pa",Vicki,,,,,,,,,,,,,,2019-06-25T09:35:17-05:00,2018-11-15T17:47:08-06:00,,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069025,1097025000000068030,,ADAMS,,,,,,0,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,,,,,,,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069027,1097025000000068030,,"ADM International",,,,,,0,,Client,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,"5565 N Elston Ave",,Chicago,,IL,,60630,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,10,20,10,,"Customer: Discount not disclosed",,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069031,1097025000000068030,,Advantex,,,,,,0,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,,,,,,,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,2019-01-25T19:46:24-06:00,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069033,1097025000000068030,,"Albert Kahn Associates",,,,,,0,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,,,,,,,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,2019-01-05T00:19:59-06:00,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069035,1097025000000068030,,"Alexander Mitchell & Son",,,,,,0,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,,,,,,,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069037,1097025000000068030,,Allmar,,,,,,0,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,0,0,0,,Prospect,,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069039,1097025000005076001,,"American Associated",770-719-4330,,770-719-7577,,https://aaco.com/,0,,Client,,,0,0.000000000000,0,1097025000000068030,1097025000001590003,2014-02-23T22:22:56-06:00,2019-12-16T08:52:38-06:00,"140 Cecil Court",,Fayetteville,,GA,,30215,,US,US,,,,2019-12-16T08:52:38-06:00,,,,false,false,"Pam Lewin and Team",10,20,10,"9/24/18: agreed to not charge $0.50/item if shipping 3rd party. Sister company of A1. Do not charge freight on orders with 12 CC or more.","Customer: Discounts disclosed",,,0,,0,0,0,"1 (BEST, 50% disc, 0% prem)","1 (BEST, 50% disc, 0% prem)",,"1 (BEST, 50% disc, 0% prem)","1 (BEST, 50% disc, 0% prem)","1 (BEST, 50% disc, 0% prem)","1 (BEST, 50% disc, 0% prem)","1 (BEST, 50% disc, 0% prem)",0,0,0,"Account Type Update",true,0.000000000000,false,Diana,,,Janet,,,,,,,,,,,,,,2019-12-16T08:52:38-06:00,2019-04-02T16:51:10-05:00,2019-08-16T18:47:52-05:00,2018-10-29T12:38:07-05:00,,Brandi,,,true
1097025000000069041,1097025000000068030,,"American Dawn",,,,,,,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,"401 West Artesia Blvd",,Compton,,CA,,90220,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,10,20,10,,Prospect,,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,2019-01-05T00:23:45-06:00,2018-10-29T12:38:07-05:00,,Brandi,,,false
